//npcId - hitpoints attackAnim defenceAnim deathAnim attackDelay deathDelay respawnDelay maxHit attackStyle attackGfx attackProjectile agressivenessType
//Chaos dwarf hand cannoneer
//Giant rat
8829 - 100 5327 5328 5329 5 1 60 17 MELEE -1 -1 AGRESSIVE
//Giant rat
8828 - 100 5327 5328 5329 5 1 60 17 MELEE -1 -1 AGRESSIVE
//Rat
4396 - 20 -1 -1 -1 5 1 60 15 MELEE -1 -1 PASSIVE
//Chaos dwogre
8771 - 1000 -1 -1 -1 5 1 60 121 MELEE -1 -1 PASSIVE
//Guard
32 - 220 -1 -1 -1 5 1 60 34 MELEE -1 -1 PASSIVE
//Shipyard worker
38 - 100 -1 -1 -1 4 1 60 20 MELEE -1 -1 PASSIVE
//Shipyard worker
39 - 100 -1 -1 -1 4 1 60 20 MELEE -1 -1 PASSIVE
//Chaos dwarf
8778 - 610 -1 -1 -1 5 1 60 63 MELEE -1 -1 AGRESSIVE
//Chaos dwarf
8779 - 610 -1 -1 -1 5 1 60 63 MELEE -1 -1 AGRESSIVE
//Chaos dwarf hand cannoneer
8776 - 1220 -1 -1 -1 6 1 60 110 MELEE -1 -1 AGRESSIVE
//Chaos dwarf hand cannoneer
8777 - 1220 -1 -1 -1 6 1 60 110 MELEE -1 -1 AGRESSIVE
//Chicken
41 - 30 5387 5388 5389 5 1 60 15 MELEE -1 -1 PASSIVE
//Black Guard crossbowdwarf
8782 - 800 -1 -1 -1 4 1 60 100 RANGE -1 -1 PASSIVE
//Duck
46 - 30 -1 -1 -1 4 1 60 8 MELEE -1 -1 PASSIVE
//Ankou
4382 - 660 -1 -1 -1 5 1 60 84 MELEE -1 -1 AGRESSIVE
//Black Guard berserker
8783 - 500 -1 -1 -1 4 1 60 133 MELEE -1 -1 PASSIVE
//Rat
47 - 20 -1 -1 -1 5 1 60 15 MELEE -1 -1 PASSIVE
//Ankou
4383 - 700 -1 -1 -1 5 1 60 84 MELEE -1 -1 AGRESSIVE
//Black Guard crossbowdwarf
8781 - 800 -1 -1 -1 4 1 60 100 RANGE -1 -1 PASSIVE
//Ankou
4381 - 600 -1 -1 -1 5 1 60 84 MELEE -1 -1 AGRESSIVE
//Frost dragon
51 - 1600 13151 13154 13153 5 1 60 213 SPECIAL -1 -1 AGRESSIVE
//King Black Dragon
50 - 2400 91 89 92 5 3 60 254 SPECIAL -1 -1 AGRESSIVE
//Hellhound
49 - 1150 6562 6563 6564 5 1 60 118 MELEE -1 -1 AGRESSIVE
//Black Guard berserker
8784 - 500 -1 -1 -1 4 1 60 133 MELEE -1 -1 PASSIVE
//Oomlie bird
48 - 400 -1 -1 -1 5 1 60 50 MELEE -1 -1 PASSIVE
//Jungle horror
4352 - 450 -1 -1 -1 4 1 60 84 MELEE -1 -1 AGRESSIVE
//Blue dragon
55 - 1050 12252 12251 12250 5 1 60 110 SPECIAL2 -1 -1 AGRESSIVE
//Black dragon
54 - 1900 12252 12251 12250 5 1 60 214 SPECIAL2 -1 -1 AGRESSIVE
//Red dragon
53 - 1400 12252 12251 12250 5 1 60 144 SPECIAL2 -1 -1 AGRESSIVE
//Baby blue dragon
52 - 510 -1 -1 -1 5 1 60 60 MELEE -1 -1 AGRESSIVE
//Giant spider
59 - 67 5327 5328 5329 5 1 60 15 MELEE -1 -1 AGRESSIVE
//Shadow spider
58 - 550 -1 -1 -1 4 1 60 56 MELEE -1 -1 AGRESSIVE
//Chaos dwarf hand cannoneer
8799 - 1220 -1 -1 -1 6 1 60 110 MELEE -1 -1 AGRESSIVE
//Deadly red spider
63 - 350 5327 5328 5329 4 1 60 40 MELEE -1 -1 AGRESSIVE
//Jungle spider
62 - 500 -1 -1 -1 4 1 60 50 MELEE -1 -1 AGRESSIVE
//Spider
61 - 20 -1 -1 -1 4 1 60 15 MELEE -1 -1 AGRESSIVE
//Giant spider
60 - 320 5327 5328 5329 5 1 60 15 MELEE -1 -1 AGRESSIVE
//Tree spirit
4470 - 250 -1 -1 -1 6 1 60 23 MELEE -1 -1 AGRESSIVE
//Ice spider
64 - 650 5327 5328 5329 5 2 60 60 MELEE -1 -1 AGRESSIVE
//Zombie
76 - 300 -1 -1 -1 4 1 60 0 MELEE -1 -1 AGRESSIVE
//Giant bat
78 - 320 4915 4916 4917 4 1 36 0 MELEE -1 -1 AGRESSIVE
//Death wing
79 - 780 4915 4916 4917 4 1 60 80 MELEE -1 -1 AGRESSIVE
//Goblin
4479 - 64 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE
//Zombie
73 - 220 -1 5574 5569 4 1 60 0 MELEE -1 -1 AGRESSIVE
//Zombie
74 - 240 -1 -1 -1 4 1 60 0 MELEE -1 -1 AGRESSIVE
//Zombie
75 - 300 -1 -1 -1 4 1 60 0 MELEE -1 -1 AGRESSIVE
//Black demon
84 - 1570 64 65 67 5 1 60 167 MELEE -1 -1 AGRESSIVE
//Giant rat
87 - 100 5327 5328 5329 5 1 60 17 MELEE -1 -1 AGRESSIVE
//Giant rat
86 - 53 5327 5328 5329 5 1 60 17 MELEE -1 -1 AGRESSIVE
//Cow
81 - 107 245 150 244 6 1 60 15 MELEE -1 -1 PASSIVE
//Greater demon
83 - 870 64 65 67 5 1 60 97 MELEE -1 -1 AGRESSIVE
//Lesser demon
82 - 790 64 65 67 5 1 60 85 MELEE -1 -1 AGRESSIVE
//Skeleton Mage
94 - 170 -1 -1 -1 4 1 60 100 MAGE -1 -1 PASSIVE
//Dungeon rat
88 - 120 -1 -1 -1 5 1 60 20 MELEE -1 -1 AGRESSIVE
//Pheasant
102 - 120 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE
//Ghost
103 - 250 -1 -1 -1 5 1 60 27 MELEE -1 -1 AGRESSIVE
//Freaky Forester
100 - 50 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE
//Pheasant
101 - 64 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE
//White wolf
97 - 450 -1 -1 -1 4 1 60 60 MELEE -1 -1 AGRESSIVE
//Fire giant
110 - 1110 4672 4671 4673 6 1 60 116 MELEE -1 -1 AGRESSIVE
//Ice giant
111 - 700 4672 4671 4673 6 1 60 77 MELEE -1 -1 AGRESSIVE
//Poison Scorpion
108 - 230 -1 -1 -1 4 1 60 30 MELEE -1 -1 AGRESSIVE
//Pit Scorpion
109 - 320 -1 -1 -1 4 1 60 30 MELEE -1 -1 AGRESSIVE
//Black bear
106 - 250 -1 -1 -1 4 1 60 40 MELEE -1 -1 PASSIVE
//Scorpion
107 - 170 -1 -1 -1 4 1 60 30 MELEE -1 -1 AGRESSIVE
//Ghost
104 - 250 -1 -1 -1 5 1 60 27 MELEE -1 -1 AGRESSIVE
//Stag
4440 - 190 -1 -1 -1 4 1 60 27 MELEE -1 -1 PASSIVE
//Grizzly bear
105 - 270 4925 4927 4929 4 1 60 30 MELEE -1 -1 AGRESSIVE
//Chaos dwarf
119 - 610 -1 -1 -1 5 1 60 63 MELEE -1 -1 AGRESSIVE
//Dwarf
118 - 160 99 100 102 7 1 60 48 MELEE -1 -1 PASSIVE
//Hill Giant
117 - 350 4652 4654 4653 7 1 60 48 MELEE -1 -1 AGRESSIVE
//Glophren
8724 - 880 -1 -1 -1 4 1 60 120 MAGE -1 -1 AGRESSIVE
//Cyclops
116 - 750 -1 -1 -1 5 1 60 60 MELEE -1 -1 AGRESSIVE
//Ogre
115 - 600 -1 -1 -1 7 1 60 73 MELEE -1 -1 AGRESSIVE
//Mogre
114 - 480 -1 -1 -1 5 1 60 89 MELEE -1 -1 AGRESSIVE
//Gorak
4418 - 1120 -1 -1 -1 5 1 60 140 MELEE -1 -1 AGRESSIVE
//Jogre
113 - 600 -1 -1 -1 7 1 60 73 MELEE -1 -1 AGRESSIVE
//Moss giant
112 - 600 4672 4671 4673 7 1 60 110 MELEE -1 -1 AGRESSIVE
//Magic axe
127 - 440 -1 -1 -1 4 1 60 70 MELEE -1 -1 AGRESSIVE
//Otherworldly being
126 - 660 -1 -1 -1 5 1 60 70 MELEE -1 -1 PASSIVE
//Ice warrior
125 - 590 -1 -1 -1 5 1 60 61 MELEE -1 -1 AGRESSIVE
//Earth warrior
124 - 540 -1 -1 -1 5 1 60 56 MELEE -1 -1 AGRESSIVE
//Terrorbird
139 - 340 -1 -1 -1 4 1 60 30 MELEE -1 -1 PASSIVE
//Terrorbird
138 - 340 -1 -1 -1 4 1 60 30 MELEE -1 -1 PASSIVE
//Big Wolf
141 - 740 -1 -1 -1 4 1 60 74 MELEE -1 -1 AGRESSIVE
//Soulless
140 - 240 -1 -1 -1 4 1 60 20 MELEE -1 -1 AGRESSIVE
//Bandos avatar
4540 - 940 -1 -1 -1 4 1 60 150 MELEE -1 -1 AGRESSIVE
//Jungle Wolf
143 - 690 -1 -1 -1 4 1 60 69 MELEE -1 -1 AGRESSIVE
//Black unicorn
133 - 290 6376 6375 6377 5 1 60 38 MELEE -1 -1 PASSIVE
//Poison spider
134 - 640 5327 5328 5329 5 2 60 72 MELEE -1 -1 AGRESSIVE
//Shadow warrior
158 - 670 -1 -1 -1 5 1 60 65 MELEE -1 -1 AGRESSIVE
//King Scorpion
144 - 300 -1 -1 -1 5 1 60 40 MELEE -1 -1 AGRESSIVE
//Ice warrior
145 - 590 -1 -1 -1 5 1 60 61 MELEE -1 -1 AGRESSIVE
//Man
170 - 70 422 425 836 5 1 60 10 MELEE -1 -1 PASSIVE
//Gnome woman
169 - 20 -1 -1 -1 4 1 60 10 RANGE -1 -1 PASSIVE
//Gnome woman
168 - 20 -1 -1 -1 4 1 60 10 RANGE -1 -1 PASSIVE
//Mugger
175 - 80 -1 -1 -1 4 1 60 14 MELEE -1 -1 AGRESSIVE
//Dark wizard
174 - 120 -1 -1 -1 4 1 60 20 MAGE -1 -1 AGRESSIVE
//Invrigar the Necromancer
173 - 240 -1 -1 -1 5 1 60 30 MELEE -1 -1 PASSIVE
//Dark wizard
172 - 250 -1 -1 -1 4 1 60 20 MAGE -1 -1 AGRESSIVE
//Goblin
4499 - 64 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE
//Goblin
4490 - 64 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE
//Rogue
187 - 170 -1 -1 -1 4 1 60 20 MELEE -1 -1 PASSIVE
//Goblin
4491 - 64 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE
//Pirate
184 - 230 -1 -1 -1 4 1 60 20 MELEE -1 -1 AGRESSIVE
//Goblin
4488 - 64 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE
//Goblin
4489 - 64 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE
//Monk of Zamorak
190 - 400 -1 -1 -1 4 1 60 20 MELEE -1 -1 AGRESSIVE
//Monk of Zamorak
188 - 200 -1 -1 -1 4 1 60 20 MELEE -1 -1 AGRESSIVE
//Goblin
4492 - 64 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE
//Monk of Zamorak
189 - 100 -1 -1 -1 4 1 60 20 MELEE -1 -1 AGRESSIVE
//Black Knight
178 - 420 390 388 836 6 1 60 47 MELEE -1 -1 AGRESSIVE
//Goblin
4482 - 64 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE
//Black Knight
179 - 420 390 388 836 6 1 60 47 MELEE -1 -1 AGRESSIVE
//Goblin
4483 - 64 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE
//Goblin
4480 - 64 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE
//Goblin
4481 - 64 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE
//Pirate
182 - 200 -1 -1 -1 4 1 60 20 MELEE -1 -1 AGRESSIVE
//Goblin
4486 - 64 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE
//Pirate
183 - 200 -1 -1 -1 4 1 60 20 MELEE -1 -1 AGRESSIVE
//Goblin
4487 - 64 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE
//Highwayman
180 - 130 -1 -1 -1 4 1 60 30 MELEE -1 -1 AGRESSIVE
//Goblin
4484 - 64 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE
//Chaos druid
181 - 200 -1 -1 -1 4 1 60 30 MELEE -1 -1 AGRESSIVE
//Goblin
4485 - 64 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE
//Salarin the Twisted
205 - 700 -1 -1 -1 4 1 60 74 MELEE -1 -1 AGRESSIVE
//Fortress guard
4605 - 220 -1 -1 -1 4 1 60 30 MELEE -1 -1 PASSIVE
//Speedy Keith
204 - 370 -1 -1 -1 5 1 60 40 MELEE -1 -1 PASSIVE
//Fortress guard
4604 - 220 -1 -1 -1 4 1 60 30 MELEE -1 -1 PASSIVE
//Fortress guard
4606 - 220 -1 -1 -1 4 1 60 30 MELEE -1 -1 PASSIVE
//Dark wizard
8873 - 250 -1 -1 -1 4 1 60 20 MAGE -1 -1 AGRESSIVE
//Jailer
201 - 470 -1 -1 -1 4 1 60 50 MELEE -1 -1 AGRESSIVE
//Dark wizard
8872 - 120 -1 -1 -1 4 1 60 20 MAGE -1 -1 AGRESSIVE
//Donny the Lad
203 - 370 -1 -1 -1 5 1 60 40 MELEE -1 -1 PASSIVE
//Fortress guard
4603 - 220 -1 -1 -1 4 1 60 30 MELEE -1 -1 PASSIVE
//Dark wizard
8874 - 250 -1 -1 -1 4 1 60 20 MAGE -1 -1 AGRESSIVE
//Black Heather
202 - 370 -1 -1 -1 4 1 60 100 MELEE -1 -1 PASSIVE
//Dark wizard
8871 - 120 -1 -1 -1 4 1 60 20 MAGE -1 -1 AGRESSIVE
//Chaos druid warrior
193 - 400 -1 -1 -1 4 1 60 50 MELEE -1 -1 AGRESSIVE
//Black Knight Titan
221 - 1420 -1 -1 -1 4 1 60 150 MELEE -1 -1 AGRESSIVE
//Thrantax the Mighty
238 - 800 -1 -1 -1 4 1 60 100 MELEE -1 -1 PASSIVE
//Renegade Knight
237 - 490 -1 -1 -1 4 1 60 75 MELEE -1 -1 AGRESSIVE
//Living rock patriarch
8834 - 4000 12205 12201 12206 5 1 7200 160 MELEE -1 -1 PASSIVE
//Living rock striker
8833 - 3160 12204 12194 12199 5 1 240 140 SPECIAL -1 -1 AGRESSIVE
//Living rock protector
8832 - 2000 12204 12194 12199 4 1 240 120 MELEE -1 -1 AGRESSIVE
//Dungeon rat
224 - 120 -1 -1 -1 5 1 60 20 MELEE -1 -1 AGRESSIVE
//Goblin
8862 - 50 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE
//Small scarab
13231 - 400 -1 -1 -1 4 1 60 15 MELEE -1 -1 AGRESSIVE
//Khazard Guard
255 - 220 -1 -1 -1 6 1 60 30 MELEE -1 -1 PASSIVE
//Lesser demon
13229 - 790 64 65 67 5 1 60 85 MELEE -1 -1 AGRESSIVE
//Eruni
13222 - 5 -1 -1 -1 4 1 60 170 MELEE -1 -1 AGRESSIVE
//Eruni
13223 - 5 -1 -1 -1 4 1 60 170 MELEE -1 -1 AGRESSIVE
//Sir Mordred
247 - 500 -1 -1 -1 4 1 60 57 MELEE -1 -1 AGRESSIVE
//Wilson
4548 - 500 -1 -1 -1 4 1 60 40 MELEE -1 -1 PASSIVE
//Jake
4546 - 500 -1 -1 -1 4 1 60 40 MELEE -1 -1 PASSIVE
//Ayuni
13219 - 3 -1 -1 -1 4 1 60 253 MELEE -1 -1 AGRESSIVE
//Leeuni
13216 - 3000 -1 -1 -1 4 1 60 272 MELEE -1 -1 AGRESSIVE
//Guardian of Armadyl
274 - 500 -1 -1 -1 4 1 60 60 MELEE -1 -1 PASSIVE
//Waterfiend
9077 - 1260 -1 -1 -1 5 1 60 119 RANGE -1 -1 AGRESSIVE
//Fire Warrior of Lesarkus
277 - 590 -1 -1 -1 4 1 60 80 MAGE -1 -1 PASSIVE
//Thief
282 - 160 -1 -1 -1 4 1 60 20 MELEE -1 -1 PASSIVE
//Waterfiend
9058 - 1260 -1 -1 -1 5 1 60 119 RANGE -1 -1 AGRESSIVE
//Waterfiend
9059 - 1260 -1 -1 -1 5 1 60 119 RANGE -1 -1 AGRESSIVE
//Waterfiend
9056 - 1260 -1 -1 -1 5 1 60 119 RANGE -1 -1 AGRESSIVE
//Khazard Guard
256 - 220 -1 -1 -1 6 1 60 30 MELEE -1 -1 PASSIVE
//Waterfiend
9057 - 1260 -1 -1 -1 5 1 60 119 RANGE -1 -1 AGRESSIVE
//Troll runt
12884 - 1200 13786 -1 -1 5 5 60 270 MELEE -1 -1 AGRESSIVE
//Bouncer
269 - 1160 -1 -1 -1 4 1 60 140 MELEE -1 -1 AGRESSIVE
//Reborn mage
12903 - 0 -1 -1 -1 4 1 60 0 MAGE -1 -1 AGRESSIVE
//Troll runt
12902 - 700 13786 13787 13785 5 5 60 270 MELEE -1 -1 AGRESSIVE
//Reborn mage
12905 - 0 -1 -1 -1 4 1 60 0 MAGE -1 -1 AGRESSIVE
//Reborn mage
12904 - 0 -1 -1 -1 4 1 60 0 MAGE -1 -1 AGRESSIVE
//Reborn mage
12906 - 0 -1 -1 -1 4 1 60 0 MAGE -1 -1 AGRESSIVE
//Ice demon
9052 - 1500 -1 -1 -1 4 1 60 230 RANGE -1 -1 AGRESSIVE
//Waterfiend
9054 - 1260 -1 -1 -1 5 1 60 119 RANGE -1 -1 AGRESSIVE
//Giant rat
12914 - 53 5327 5328 5329 5 1 60 17 MELEE -1 -1 AGRESSIVE
//Giant rat
12919 - 811 5327 5328 5329 5 1 60 17 MELEE -1 -1 AGRESSIVE
//Giant rat
12920 - 811 5327 5328 5329 5 1 60 17 MELEE -1 -1 AGRESSIVE
//Leprechaun Champion
8993 - 500 -1 -1 -1 10 1 60 60 MELEE -1 -1 AGRESSIVE
//Ogre
374 - 700 -1 -1 -1 7 1 60 73 MELEE -1 -1 AGRESSIVE
//Mummy Champion
8988 - 1100 -1 -1 -1 4 1 60 216 MELEE -1 -1 AGRESSIVE
//Aberrant Spectre Champion
8987 - 1000 -1 -1 -1 4 1 60 130 MAGE -1 -1 AGRESSIVE
//Banshee Champion
8986 - 700 -1 -1 -1 4 1 60 114 MAGE -1 -1 AGRESSIVE
//Goblin
4266 - 50 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE
//Goblin
4267 - 50 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE
//Goblin
4264 - 50 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE
//Goblin
4265 - 50 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE
//Goblin
4270 - 50 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE
//Goblin
4271 - 50 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE
//Bat
412 - 80 -1 -1 -1 4 1 60 10 MELEE -1 -1 PASSIVE
//Goblin
4268 - 50 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE
//Goblin
4269 - 50 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE
//Goblin
4262 - 50 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE
//Goblin
4263 - 50 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE
//Goblin
4261 - 50 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE
//Animated Adamant Armour
4283 - 990 437 388 4167 5 1 60 120 MELEE -1 -1 AGRESSIVE
//Animated Mithril Armour
4282 - 800 437 388 4167 5 1 60 100 MELEE -1 -1 AGRESSIVE
//Animated Black Armour
4281 - 600 437 388 4167 5 1 60 75 MELEE -1 -1 AGRESSIVE
//Animated Steel Armour
4280 - 400 437 388 4167 5 1 60 60 MELEE -1 -1 AGRESSIVE
//Cow
397 - 107 245 150 244 6 1 60 15 MELEE -1 -1 PASSIVE
//Animated Rune Armour
4284 - 1180 437 388 4167 5 1 60 140 MELEE -1 -1 AGRESSIVE
//Goblin
4275 - 50 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE
//Goblin
4274 - 50 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE
//Ogre
9185 - 700 -1 -1 -1 7 1 60 73 MELEE -1 -1 AGRESSIVE
//Goblin
4273 - 50 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE
//Ogre
9184 - 700 -1 -1 -1 7 1 60 73 MELEE -1 -1 AGRESSIVE
//Goblin
4272 - 50 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE
//Animated Iron Armour
4279 - 200 437 388 4167 5 1 60 40 MELEE -1 -1 AGRESSIVE
//Animated Bronze Armour
4278 - 100 437 388 4167 5 1 60 20 MELEE -1 -1 AGRESSIVE
//Goblin
4276 - 50 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE
//Skeletal horror
9176 - 3500 -1 -1 -1 7 1 60 334 MELEE -1 -1 AGRESSIVE
//Skeletal horror
9177 - 3500 -1 -1 -1 7 1 60 334 MELEE -1 -1 AGRESSIVE
//null
444 - 64 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE
//null
445 - 64 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE
//Giant rat
446 - 50 5327 5328 5329 5 1 60 17 MELEE -1 -1 AGRESSIVE
//Jail guard
447 - 320 -1 -1 -1 4 1 60 39 MELEE -1 -1 PASSIVE
//Aquanite
9172 - 1250 -1 -1 -1 6 1 60 134 MAGE -1 -1 PASSIVE
//Khazard warlord
477 - 1690 -1 -1 -1 5 1 60 92 MELEE -1 -1 AGRESSIVE
//Khazard trooper
475 - 220 -1 -1 -1 6 1 60 33 MELEE -1 -1 PASSIVE
//Jungle horror
4351 - 450 -1 -1 -1 4 1 60 84 MELEE -1 -1 AGRESSIVE
//Jungle horror
4350 - 450 -1 -1 -1 4 1 60 84 MELEE -1 -1 AGRESSIVE
//Jungle horror
4349 - 450 -1 -1 -1 4 1 60 84 MELEE -1 -1 AGRESSIVE
//Jungle horror
4348 - 450 -1 -1 -1 4 1 60 84 MELEE -1 -1 AGRESSIVE
//Skeleton warlock
459 - 180 -1 -1 -1 4 1 60 30 MAGE -1 -1 AGRESSIVE
//Giant mosquito
4347 - 150 -1 -1 -1 10 1 60 30 MELEE -1 -1 PASSIVE
//Albino bat
4345 - 330 -1 -1 -1 4 1 60 71 MELEE -1 -1 PASSIVE
//Jail guard
449 - 320 -1 -1 -1 4 1 60 39 MELEE -1 -1 PASSIVE
//Jail guard
448 - 320 -1 -1 -1 4 1 60 39 MELEE -1 -1 PASSIVE
//Guard
4336 - 220 -1 -1 -1 5 1 60 34 MELEE -1 -1 PASSIVE
//Dagannoth Mother
9116 - 1000 1341 1340 1342 8 1 60 680 MELEE -1 -1 AGRESSIVE
//Nazastarool
508 - 750 -1 -1 -1 4 1 60 90 MELEE -1 -1 AGRESSIVE
//Nazastarool
509 - 1100 -1 -1 -1 4 1 60 90 MELEE -1 -1 AGRESSIVE
//Dagannoth Mother
9112 - 1000 1341 1340 1342 8 1 60 680 MELEE -1 -1 AGRESSIVE
//Undead one
504 - 470 -1 -1 -1 1 1 60 77 MELEE -1 -1 AGRESSIVE
//Dagannoth Mother
